course_code,course_name,course_description
LAW4007,Advanced Law of Obligations,"Many prominent jurists assert a very close connection between the law of contract and the law of torts.  Some   most prominently Peter Birks   have even suggested that breaches of contract and torts comprise a single, unified legal category (wrongs). Although good reasons for this view can be identified, it is observably true that many important disjunctions between these two branches of the law also exist.

The goal of this course is to provide an appreciation of commonalities, connections and divergencies between contract and tort law. The course aims ultimately are threefold. To provide a suitably informed platform from which we may critique:
(i) the common claim that tort and contract together comprise a single legal category:  civil wrongs ;
(ii) certain commonplace theoretical claims about private law (such as some jurists  insistence that there be privity between the parties, and that remedies be underscored by a commitment to corrective justice);
(iii) the difference between the way in which contract and tort accommodate certain pervasive defences in the law (such as duress and limitations of actions)."
LAW4008,International Investment Law,"At the end of this unit of study, students will be able to:
1. understand the principles of international investment law;
2. recall and recount the origins and evolution of those principles; 
3. analyse the emergence of the current international legal framework for foreign investment governed by bilateral and regional investment treaties;
4. critically analyse the legal concepts and principles studied in arbitral awards; 
5. critically analyse the issues surrounding the structure and procedural aspects of international investment dispute resolution; 
6. identify and apply legal principles in hypothetical fact situations; 
7. demonstrate an ability to think critically, justify ideas in a reasoned manner, and evaluate legal theories relevant to international investment law."
LAW4010,Legal Design,"Legal Design refers to the human centric redesign of legal services, processes and operations that helps legal organisations change and innovate, especially in the context of increasing technology adoption. This course introduces Design Thinking as a specific methodology applied to the context and needs of participants in the legal system today. This course is divided into different sections:  (1) Technology adoption and innovation in the legal industry today; (2) Design Thinking as a model for consensus building and multi-disciplinary project management; (3) Design Methodology (e.g. ethonography studies, user testing frameworks etc.); and
(4) Legal industry context from the perspective of the emerging intersection between business, technology and legal needs.  Learning will be experential in nature through class discussion, activities and a team project."
LAW4012,Entrepreneurship in Singapore - From Cradle To Grave,"This course seeks to provide an overview of what an ambitious Singapore entrepreneur may face in his/her journey to grow a business in Singapore.  Partners@WongPartnership will guide the students through each stage of the entrepreneur s journey and discuss the legal issues the entrepreneur will encounter at the different stages of building the business.   The journey begins when the entrepreneur first look at the options that are available to start a business in Singapore.  While most entrepreneurs will opt for a private limited company as the start-up vehicle, there may well be other options that better suit the business needs.  Most start-ups will then explore ways of raising funds to support the business growth, looking first to venture capital providers and then bank borrowings, before eventually raising monies on the capital markets through an IPO with a listing on the Singapore Exchange.  Life as a listed company on the SGX will be more exciting, as the entrepreneur learns to cope with stricter corporate governance standards.  Pursuing M&A opportunities as a listed company is no longer a decision that entrepreneur can make on his own accord.  A successful listed company will in turn become the target of interest by other companies or private equity buy-out funds, looking to acquire and/or take the listed company private.  Unfortunately, leveraged buy outs don t always end on a happy note; we will explore at the end of the course the scenario where the company struggles with debt servicing and going through the ensuing debt restructuring to save the business.  Some companies emerge from a debt structuring in a good shape.  Some don t."
LAW4013,Commercial Remedies in Litigation,"Remedies are what a commercial litigation client ultimately asks for. This course will guide students in practical aspects of remedies by reference to actual litigation cases. 

Students will study and compare the different remedies used in different cases and learn to assess why they were selected.  When is a freezing Mareva Injunction available as a pre-emptive strike?  Why would a Plaintiff claim Wrotham Park damages instead of normal damages?   What if a defendant is insolvent?  These are some of the questions which a litigant may ask counsel, and which students will explore.

Through case studies, students will assume the role of counsel to understand the tactical advantages and strategic considerations that counsel face   including evidential issues, assessment of damages, burden of proof, selection of defendants and impact of the defendants  insolvency. 

Effective remedies are the bedrock of any litigation practice. Students will gain practical knowledge for a head start in a litigation career."
LAW4014,Dealmaking In Practice,"This course intends to give you a glimpse of what happens in a corporate transaction. The course aims to teach you how to integrate the substantive law that you have learnt with the skills necessary so that you work and think like a Lawyer. This course will simulate a transaction that is about to happen and you will be the associate in a firm guiding your client towards the closing of the deal.

You will learn how to handle clients, how dissect a transaction, how to draft a letter of advice, how to structure and draft agreements, how to negotiate on behalf of your clients and how to work in a team"
LAW4015,FinTech Law,"This course provides an overview of the foundations, evolution and regulatory challenges of financial technologies ( FinTech ) and how the rise of blockchain, Artificial Intelligence and other emerging technologies are reshaping the financial services industry. For that purpose, it starts by analysing different regulatory strategies to promote financial innovation and how countries are competing to become a FinTech Hub. The course will then examine the future of money and payment systems, with a particular emphasis on the role played by cryptocurrencies and the increasing participation of tech companies, including Facebook, Google and Apple, in the payment services industry. Additionally, the course will explain how Fintech is driving individuals  and firms  access to finance by providing new fundraising methods such as crowdfunding and Initial Coin Offerings. Likewise, it will also analyse the use and regulatory challenges of Artificial Intelligence in the financial sector. The course will conclude by analysing the financial services industry s present and future in a data-driven world."
LAW4016,Legal Issues in US-China Economic Relations,"One of the defining events of our age is the great power struggle between the US and China. This is manifested in every aspect of their relationship, with trade and investment as two primary areas. In this course taught by two leading experts in international economic law, one from the US and one from China, we will conduct an in-depth examination of the many interesting legal issues in the US-China economic relations.

The first part of the course will be lectures with two main modules, with one focus on international trade law and the other on international investment law. Each module will provide a critical analysis of the main issues at stake, the dynamics of the conflicts and negotiations, and how the future will unfold.

After the lectures, the students will form groups to work on pre-assigned topics. Each group will include both SMU and UCI students. During the group work, the students are expected to engage in comparative discussions and reflections.

In addition to learning the substantive legal issues involved in the course, the students are expected to gain the following skills/benefits through this course:
The ability to understand, appreciate and identify with different perspectives and cultures, as well as more awareness on the roles and responsibilities of a global citizen;
The necessary skillsets to work in a cross-cultural environment, especially the ability to go beyond one s comfort zone and quickly adapt to different settings;
New perspectives on international economic issues, and better awareness of the interconnectedness of world communities;
Make new friends in another country, and expand one s social and professional networks."
LAW4017,Using Dystopian Films To Regulate Against A Dystopian Future,"Dystopian fiction serves as both a warning of things to come, as well as a useful tool in planning for such eventualities. This forecasting is valuable in plotting the ethical, social, and legal ramifications of said eventualities and determining optimal regulatory oversight.

More so than other types of stories, dystopian film and television provide highly visual and memorable touchstones for society to discuss complex technological ideas. Consider the recently popular television anthology series Black Mirror, which first aired in 2011.  Many of the show s most disturbing episodes feature seemingly futuristic technologies such as devices that wire directly into the human brain and present the potential consequences thereof. Surprisingly, such revolutionary technologies are not so far off.   A great example of this convergence is Elon Musk s Neuralink Corp. which recently announced a similar device to the one in Black Mirror, the  pending ability of Neuralink s implanted brain chip to allow people to  listen to music directly from our chips [ or] control hormone levels and use them to our advantage. 

Given the warp speed at which fiction and non-fiction appear to be colliding, there are clear teaching opportunities in employing dystopian film and television programs in the areas of pedagogy focused on the intersection between law and technology.  

This course will look to Hollywood s view of dystopia as a jumping off point to analyze the intersection between law and emerging technologies.   The course will focus mostly on the Black Mirror series, but will also look to other shows and film as well."
LAW4018,Dispute Resolution Advocacy,"The proliferation of cross-border business activity has generated an increased demand for international commercial dispute resolution. As alternatives to litigation, arbitration and mediation have emerged as viable routes to the timely and cost-effective settlement of disputes, particularly in Singapore. This course will provide an overview of the role of the dispute resolution advocate within these processes, the legal framework governing their procedure and enforcement, and practical issues of cost and speed across different mechanisms. Participants will be divided into groups and presented with a simulated case to outline the role of an advocate at each stage of a dispute. Written submissions, oral presentations and groupwork will give participants a sound understanding of how an effective advocate must adopt a tailored approach to different processes of dispute resolution."
LAW4019,Computational Thinking and Legal Technology,"This course provides an overview of the technologies and skills that might help students better navigate our increasingly software-eaten world. The course starts by introducing students to concepts in technology and computer science, the history and current state of affairs of LegalTech, and their applications in and to law. In understanding the technologies that shape our world and at the same time, what computers are good (and bad) at doing, the course aims to equip students with the cognitive skills and foundations to thrive in a technology-assisted world.

Whilst giving students a background in technologies and technical concepts, the course methods will be practice-oriented and skills-based: students will work through contract drafting, review, and legal design exercises that will (hopefully) be upskilled by their understanding of computational thinking. 

Students will not be taught how to code and will not be expected to learn how to code."
LAW4020,The Singapore International Arbitration Centre and Institutional Arbitration,"Arbitral institutions are important stakeholders in the field of international arbitration, but the nature and importance of their role have often been overlooked. The course seeks to introduce participants to the role and function of arbitral institutions in the practice of international arbitration, and to the complex issues that arbitral institutions face in the administration of arbitrations, including, amongst others, appointment of arbitrators, issuance of arbitral rules and practice notes, and in guiding and shaping the development of international arbitration. The course will feature guest lecturers from the Singapore International Arbitration Centre (SIAC) Board of Directors, Court of Arbitration and Secretariat."
LAW4021,International Investment Law and the Belt-and-Road Initiative,"International investment is widely recognised as a powerful catalyst of global economic growth. Therefore, great efforts have been made, by means of investment treaties and domestic regulations, to secure the administration and protection of international investment. Among these efforts, the dispute resolution mechanism is an essential one. The goal of this course to provide an overview of laws regulating international investment, and to examine the available dispute resolution mechanisms and their possible reforms. In this course, students will examine China s Belt-and-Road Initiative (BRI), from China s perspective and in the global context, with particular focus on the settlement of disputes in BRI projects. At the completion of this course, students should be able to appreciate that international investment law is in a process of evolution. Students are expected to gain a systematic understanding of the substantive legal issues and some basic understanding of how they are relevant in the work of international law firms, multinational corporations, international organisations, etc."
LAW4022,Digital Innovation for Access to Justice,"In this course, students will be introduced to topics on  equal access to justice  and how digital technology can assist to bridge the gap for those who lack access to the resources that could help meet their legal needs. Students will work in groups for one or more legal aid organisations or public agencies in Singapore to design and develop a solution that will improve access to justice or the effectiveness of legal representation. Depending on the type of application chosen for the project work, students will learn one or more of the following areas: (a) document assembly and expert systems; (b) chatbots; (c) machine learning and natural language processing; (d) data analysis and visualisation; (e) cloud computing services; (f) search and information retrieval. At the end of the term, the groups will showcase their solutions and compete for the opportunity to represent SMU at the Iron Tech Lawyer Invitational international competition  (https://www.georgetowntech.org/irontechlawyer)."
LAW4023,The Settlement of Inter-State Disputes,"This subject aims to provide an introduction to and an in-depth analysis of international dispute resolution.  The focus of the unit of study is on inter-State disputes and the resolution of such disputes in accordance with public international law.  The subject will review various types of international dispute resolution mechanisms, with an emphasis on the peaceful means of settling disputes.  The whole range of international dispute resolution techniques will be covered, including negotiation, good offices, mediation, conciliation, as well as arbitration and adjudication, involving institutions such as the Permanent Court of Arbitration and the International Court of Justice.  A number of other bodies in the landscape of international adjudication will be considered, including the Iran-US Claims Tribunal, the International Tribunal for the Law of the Sea, the World Trade Organisation, human rights bodies, and arbitral tribunals constituted to settle investment and trade disputes.  Problems arising from the proliferation of international courts and tribunals, and international dispute resolution mechanisms more generally, will also be discussed.  The subject will also consider a number of prominent and topical case studies."
LAW4024,Corporate and Securities Laws in China and US: A Comparison,"Corporations are the most important form of business organizations in the modern world, and securities are critical instruments of corporate finance. In this course, we will have a closer look at the corporate and securities laws in China and the U.S. from a comparative perspective. These two jurisdictions are chosen first for their economic prominence. Knowledge about the key areas of commercial laws in the two largest economies in the world will get students better prepared for cross-border transaction practices. At the same time, these two jurisdictions are also chosen for their distinctive characters in their legal and regulatory frameworks. The corporate and securities laws in China reflect a mixture of its civil law tradition, British law influence through Hong Kong, and American law impact as a result of the bulk of Chinese scholars and regulators studying in the U.S..  On the other hand, despite its common law heritage, the U.S. corporate and securities laws have developed along a unique track due to competition among states and unparalleled depth of its capital market. The topics to be discussed are chosen mainly from the Chinese perspective, with their functional equivalents in the U.S. law are compared. The purpose of the course is threefold.  First, we will learn the basic rules of corporate and securities laws in China and the U.S.. Second, we will understand the social and economic rationales underlying the different rules and practices in these two jurisdictions. Finally, using law as a gateway, we will explore some important business and financial activities in the world s two largest economies."
LAW4026,Critical Topics in Chinese Commercial Law,"This course aims to introduce students to the six critical commercial law topics in China. All the topics are closely relevant to both legal reform and practice in the commercial law arena. The course first discusses the idiosyncratic Chinese rule of law view and explains it from a broader law and development perspective. Then, the course analyzes the business forms available for investors to choose from and their trade-offs. The dual class share structure is introduced as a new form recently available for the investors considering floating the business in the securities market in the future. The Chinese banking system and its risk and secured transactions involve in receiving institutional finance are also discussed in the course. Two highly practice-oriented topics, takeover rules and insider trading regulations, are introduced at the end of the course."
LAW4027,Sustainability Law and Policy,"In recent years, sustainability has become a popular buzzword in society. The need for sustainable development is quickly emerging as an area of focus among businesses, organisations, governments and the media. This course will explore the fascinating intersections between the practice of sustainability and various streams of law and policy. Students will gain exposure to a range of current developments involving sustainability in the real world locally and globally, while reflecting on current laws and policies that address them."
LAW4028,Advanced Topics in the Belt and Road Initiative Dispute Resolution,"With the growth of trade and investment activities, there will inevitably be an increase in the number of cross-border commercial disputes among the BRI countries. The course aims to introduce to legal issues concerning different methods of resolving disputes in international commercial practice. It requires students to consider and reflect upon topics relating to arbitration, litigation and mediation in BRI context. Students will appreciate the convergences and divergences between the BRI dispute resolution mechanisms and international standard practice of commercial dispute resolution from functional and contextual awareness perspectives. The course is divided into two segments, namely, one is on the updates on the international commercial dispute resolution initiatives taken by PRC and the other China and International Legal Order. The course provides information on the functioning of BRI-related commercial litigation, arbitration and mediation and China s position in ISDS reform and its state capitalism."
LAW4029,Sentencing Advocacy,"Do offenders who receive a fine instead of an imprisonment term  get off  lightly? When would an NS defaulter be punished more severely than a domestic abuser? This course will introduce students to sentencing principles and help them understand its highly fact-sensitive nature. As a practice-focused course that focuses on applying the law rather than just learning what it is, students will have the opportunity to learn from actual criminal practitioners and to put theory into practice. Students will primarily be assessed on their written and oral advocacy skills in arguing on sentence as the Prosecution or Defence. The course will culminate in a moot court meant to simulate a plead-guilty hearing in the State Courts of Singapore.

As the vast majority of criminal cases in Singapore are disposed of by pleas of guilt rather than trial, this course will provide a good primer for those interested in criminal practice whether as prosecutors or defence counsel."
LAW4030,Carriage of Goods by Sea and International Trade,"This course aims to give students an understanding of the legal principles underpinning the law on carriage of goods by sea and international sale of goods, and their crucial roles in the international trade and commercial context. It will provide students with an overview of the main features and commercial significance of the different types of charterparties, bills of lading and sale contracts commonly used in international trade. It also explains the pivotal role of these areas of practice within modern commercial law, particularly in trade finance and international sale of goods."
LAW4031,"Regulation: Theory, Law and Policy","Regulation is a permanent fixture in the way the state governs industry and activity, with few areas of activity that are not subject to some form of regulatory control.   It involves the use of a range of legal and non-legal techniques to manage the risks created by industry and activity within the state.  Regulatory policy and practice have evolved and complexified over time: moving away from the traditional method of  command and control  to include more negotiated and cooperative modes of balancing public and private interests in regulatory regimes. This course will provide students with the opportunity to understand and critically evaluate the tools, techniques and decision-making methodologies that are employed in regulatory design and practice.   Students will also consider whether there is too much, too little or the wrong type of regulation in different policy areas. The course will also provide an opportunity for students to understand the limits of formal law when it comes to regulation by examining the subject from different disciplinary perspectives, including law, economics, politics and sociology.  The course will equip students with the concepts and analytical tools needed to evaluate how existing areas of industry and activity are evaluated and also propose how to evolve and enhance regulatory governance to deal with new areas of activity."
LAW4032,Law and Technology,"Law and technology are strange bedfellows. In some sense, the law may be seen as crucial piece of social technology that makes civilization itself possible. Without law, said Thomas Hobbes, life would be nasty, brutish, and short. The Hobbesian reference to automata has also been identified as one of earliest conceptions of artificial intelligence. Thus began a long entanglement between law and computing technologies. The first people to  Code  were lawyers, not programmers. Leibniz, famous for inventing calculus, held a doctorate in law. So too did Schumpeter, the  father  of innovation theory.

But lawyers today are not known for technological competence. Google  why are lawyers bad at  and autocomplete suggests  math .  US lawmakers hauled Facebook before them only to explain how the internet works.  And the US Supreme Court, suggests Nate Silver, is  allergic  to statistics.  These are the people responsible for writing, interpreting, and in some sense enforcing the laws that govern technology.

This course aim to plug the puzzling chasm between lawyers and technologists by introducing tomorrow s lawyers to what technology is and how it is regulated by, and itself regulates, law. We will cover four key themes in particular:

1. The History of Law and Technology
2. Regulating The New Web
3. Artificial Intelligence and Law
4. Legal Technology

Individual readings will be assigned each week.  The overarching goal is to initiate students to the growing world of law and technology and equip them with the basic skills and vocabulary for more focused electives and self-study."
LAW4033,Advanced Topics in Law and Technology,"The goal of the course is to provide a broad appreciation for the intersection of diverse emerging technologies and the law.  No matter what area of law you practice, your clients will likely be employing emerging technologies.  This class is designed to give you a taste of those technologies and the applicable law, so that you are better prepared to service your clients. This course aims to show where the law regulates emerging technology, and where it fails. The course also aims to have an international bent, looking at how different regimes apply their laws, and how those efforts promote or stymie innovation."
LAW4034,Climate Change Law and Policy,"Climate change will be a foremost theme that will influence financial activities, and policy and legal framework for years to come. In a noticeably short time span, climate change has become a global challenge calling for collective action. Climate change law is emerging as a new legal discipline. Students in this course will explore how climate change law relates to other areas of law and how climate change has elicited rulemaking process at the international, regional, national and local levels. The class will be invited to study the negotiation process, implementation and current status of the United Nations Framework Convention on Climate Change (UNFCCC), the Kyoto Protocol, and the Paris Agreement. The class will then proceed to evaluate the various legal tools that are available at national and international level to address climate change, including cap-and-trade, carbon taxation, command-and-control regulation, litigation, and voluntary actions."
LAW4035,"Consumer Law, Digital Market and New Technologies","Consumer law is becoming an increasingly important area of law. The market, technology and society are constantly evolving. Therefore, the existent consumer law needs to adapt to new products, new markets, new technologies and the outcome of a rapidly globalised World. In order to conceptually capture these phenomena traditional legal techniques deployed by consumer law, need to be applied in innovative ways and often new legal mechanisms that better fit a new economic reality have to be developed. For example, the rising relevance of online market in the Covid-19 era represents a particular regulatory challenge for consumer law. Compliance with the new consumer law rules is becoming an increasingly difficult task for the businesses. This course will allow students to obtain in-depth knowledge and expertise in key areas of consumer law, whilst at the same time honing their analytical and problem-solving skills. Based on the most advanced legal thinking and taking a global, comparative and interdisciplinary perspective, students will be equipped with the critical understanding and analytical tools necessary for applying new legal concepts and practicing law in the highly complex, sophisticated and dynamic environment of current commercial reality. This is essential for anyone who wants to fully understand the intricacies of consumer law and learn how to fully apply with consumer law requirements."
LAW4036,Global Constitutionalism in a Comparative Perspective,"This course seeks to give students an introduction to comparative constitutional law. It starts with an introduction to the methods of comparative constitutional law, discussing the predominant functional method as well as more recent quantitative-empirical approaches. In a second step, we will analyze whether it is possible to identify families of constitutional legal systems. In particular, we will discuss whether the distinction between common law and civil law that is prominent in comparative private law also has value for constitutional law. The third class will deal with judicial review of legislation. We will start from the fundamental legitimacy problem that the judiciary faces when reviewing acts of the legislature and examine the different responses that constitutions have found to address this problem. The fourth part addresses the structure of government. We will not only analyze different ways how governments are accountable to their citizens, but also look at empirical evidence on the economic effects of governance design choices. The fifth part deals with fundamental rights and addresses in particular the structure of the fundamental rights analyses. In many jurisdictions, the proportionality test is at the heart of the fundamental rights analysis. We will look at how proportionality varies according to different constitutional contexts and also look at functional equivalents in jurisdictions that have not adopted the proportionality test. The final part looks at a very recent phenomenon where states are increasingly challenged before domestic courts to strengthen their commitment to mitigate climate change."
LAW4037,Employment Law and Regulations in Singapore,"Employment is an integral part of every economy and to the livelihood of most people.  The employment law landscape in each jurisdiction is unique, being shaped by a myriad of influences ranging from the government to employers, employees, unions and even prevailing societal and political views.  What are the rights and obligations of employers and employees, how do both employers and employees alike protect their own interests, to what extent does the law assist them in doing so and if not, what recourse do they have    these are just some of the few questions that students will be asked to reflect upon and answer.

This course will introduce students to the various legal aspects of employment law in Singapore including employment related statutes like the Employment Act, Employment of Foreign Manpower Act and the Central Provident Fund Act to the law on restrictive covenants and confidential information.  The course will also examine industrial relations in Singapore and the role of the government and relevant government agencies and authorities in shaping the employment law landscape in Singapore."
LAW4038,Artificial Intelligence and Law,"Algorithms have found their way into courtrooms, college admission committees, and human resource departments. Defendants and other disappointed parties have challenged the use of algorithms on the basis of due process and equal protection. This course examines how common-law American courts have applied these legal doctrines to limit (or expand) the use of algorithms by governments and other entities. Students will first analyze existing constitutional rules that were fashioned prior to the rise of algorithms, and then examine how courts apply those rules to contemporary cases involving algorithmic allocation of rights and resources. Throughout the course, we will consider whether existing law is sufficient for the new technological environment."
LAW4039,Community Based Projects in the Real World,"This course provides students with a unique opportunity to undertake projects to help community partners and non-profit organisations on issues relevant to the organisation. Such projects can include matters relating to access to justice, family law, succession law, criminal law, corporate governance and charities law.

The exact scope of work and the community partners / non-profit organisations involved will change each year in accordance to the needs of the organisation served and to ensure the relevance of the experiential learning."
LAW4040,International Investment Law and Dispute Resolution,"International investment is widely recognized as a powerful catalyst of global economic growth.  Therefore, great efforts have been made, by means of investment treaties and domestic regulations, to secure the administration and protection of international investment. Among these efforts, the dispute resolution mechanism is an essential one. The goal of this course to provide an overview of
laws regulating international investment, and to examine the available dispute resolution mechanisms and their possible reforms."
LAW4041,International Anti-Corruption Compliance Law and Practice,"To better serve clients or assist them to develop effective compliance frameworks and internal controls, it is imperative that both dispute resolution and transactional lawyers practicing anywhere in the world be familiar with the ambit of the US Foreign Corrupt Practices Act ( FCPA ) and the UK Bribery Act.

The extraterritoriality of the FCPA and the UK Bribery Act has serious consequences for individuals and corporations (including non-US / UK persons, and subsidiaries) operating anywhere in the world. The sanctions imposed by the US Department of Justice / the US Securities Exchange Commission and the UK Serious Fraud Office typically run in the tens of millions of dollars. Notably, between 2010 and 2021, the monetary penalties imposed exceeded US$15 billion dollars.

Against this backdrop, this course examines the prohibitions, rules and standards that govern transnational corruption laws and anti-bribery compliance law and practice.

The course will start by generally examining the ethos and expectations of the key regulators / enforcers before reviewing the FCPA and UK Bribery Act. It will also consider the importance of internal controls and the components of an effective anti-bribery compliance ( ABC ) program. We then examine the use of deferred prosecution agreements, and non-prosecution agreements by regulators. We go on to analyse case studies of instances of corruption (e.g., Siemens AG, Rolls Royce, Goldman Sachs etc). In the last part of the course, we consider the need to create and implement internal controls and ABC programs that go beyond the letter of the law (e.g., codes of ethics, social responsibility standards, and the creation of institutional culture of compliance)."
LAW4042,Sustainability Law,"In recent years, sustainability has become a popular buzzword in society. The need for sustainable development is quickly emerging as an area of focus among businesses, organisations, governments and the media.   This course will introduce students to the fascinating intersections between the practice of sustainability and various streams of law and policy.  Students will gain exposure to a range of current developments involving sustainability in the real world locally and globally, while reflecting on current laws and policies that address them."
LAW4043,The Singapore International Arbitration Centre and Institutional Arbitration: Law and Practice,"Arbitral institutions are important stakeholders in the field of international arbitration, but the nature and importance of their role have often been overlooked. The course seeks to introduce participants to the role and function of arbitral institutions in guiding and shaping the practice and development of international arbitration, and to the complex issues that arbitral institutions face in the administration of arbitrations, including, among others, the appointment of arbitrators and the issuance of arbitral rules and practice notes.

In this connection, SIAC has grown to be one of the most popular arbitral institutions not just in Asia, but the world. The course involves a study of SIAC processes as well as related case law emanating therefrom. Participants will learn not just what the relevant rules, procedures and processes are, but more importantly, participants will gain insight into why those rules exist, and how those rules are implemented in practice.

Participants will be taught by experienced guest instructors from the Singapore International Arbitration Centre (SIAC) and by other leading arbitration practitioners, who will share their unique, practical perspectives on administering or advancing a particular case.  After each session involving SIAC instructors, participants will solidify their understanding through a review of case law and class presentations.   Participants keen on developing a practice in international dispute resolution will find this course of direct relevance."
LAW4044,Consumer Law in Australasia,"This course compares and assesses key developments in consumer protection law and practice in East Asia, especially Japan and Southeast Asia, in wider regional (including Australian) and global contexts. It focuses on product safety law, consumer contracts, consumer credit and financial services, and consumer redress. Throughout the course we will also consider regulatory enforcement, and the impact of new technologies and the COVID-19 pandemic. There will be opportunities for class discussion around various scenarios involving disputes between individual consumers and suppliers, as well as small businesses and other businesses when covered by  consumer  law."
LAW4045,FinTech: Law and Policy,"This course provides an overview of the foundations, evolution and regulatory challenges of financial technologies ( FinTech ) and how the rise of blockchain, Artificial Intelligence and other emerging technologies are reshaping the financial services industry. For that purpose, it starts by analysing different regulatory strategies to promote financial innovation and how countries are competing to become a FinTech Hub. The course will then examine the regulatory developments that try to mitigate the risks of the cryptoassets industry for the financial system and for investors and consumers, as well as the remaining gaps in the regulatory discussion worldwide. The future of money and payment systems is an additional component of this course that will analyse the different regulatory strategies to modernise the digital payments ecosystem by promoting innovation, more competition and regulating the entrance of payment services providers outside the traditional payment methods offered in the banking sector. Additionally, the course will explain how Fintech is driving individuals  and firms  access to finance by providing new fundraising methods such as crowdfunding and Initial Coin Offerings. Likewise, it will also analyse the use and regulatory challenges of Artificial Intelligence in the financial sector. The course will conclude by analysing the financial services industry s present and future in a data-driven world."
LAW4046,European Business Law,"The European Union is one of the world s largest and most important economies. This course aims to provide students with critical insights into European Business Law. The course focuses on six crucial topics that are relevant to both legal reform and business practice in the EU. Each topic will give the students an understanding of the laws and policies that regulate the internal market of European Union, as well as relevant case law and inputs from leading practitioners in the  eld. The course is divided into three main modules. Its first module,  Understanding the Fundamentals , discusses the core structures and principles of the EU Law, and explains it from a broader market integration and economic development perspective. Then, in the second module,  Doing business in Europe , the course will introduce the EU single market and its freedoms, by focusing particularly on the main laws that regulate the key aspects of establishing and running a business within the European Union. In the  nal module of the course,  Competing in Europe , we will go into more depth about how to compete in the EU single market. Thus, two highly practice-oriented topics   Competition: Illegal Agreements; and Competition: Abuse of Dominance and Mergers   will be analyzed."
LAW4047,Commercial Law in Asia,"The emergence of Asia as an economic powerhouse is driving enormous interest in doing business in the region. This subject provides students with an opportunity to examine commercial law in an Asian context. Although parallels can be drawn between Asian jurisdictions in terms of their economic and legal development, their commercial law systems are too diverse to be treated uniformly. Instead, the principal objective of this course is to provide a focused analysis of selected legal and practical issues from comparative and economic perspectives.

In order to facilitate comparative analysis both across and within the common law and civil law traditions, this subject will focus on commercial law in the four jurisdictions of China, Hong Kong, Singapore and Taiwan. Basic economic principles will be introduced and utilized to evaluate the efficacy of the respective legal rules. Covered topics will include contract, business associations, corporate finance, and taxation. The subject will be of interest to those interested in doing business in Asia."
LAW4048,Comparative Secured Transactions Law,"This is an intensive course taught over 6 weeks. It will provide a comparative analysis of the law of secured transactions in common and civil law jurisdictions with international instruments aiming to modernise secured transactions laws. The course will be divided into three parts. The first part will be introduction. The second part will focus on the principles of the law of secured credit and title financing under common law (English law, UCC Article 9 and PPSAs) and civil law. The third part will focus on the reform of secured transactions law around the world, particularly, in light of the principles of the UNCITRAL Legislative Guide on Secured Transactions Law and the UNCITRAL Model Law on Secured Transactions. Comparisons will be made with the EBRD Model Law on Secured Transactions, OAS Inter-American Model Law on Secured Transactions and the recent legislative activities by the Unidroit on digital assets, and the draft factoring model law."
LAW4049,Advanced Law of Torts,"This course explores advanced topics within the law of obligations, with a focus on the law of tort. The first part focuses on substantive law, including examination of torts not covered in the compulsory curriculum, and close examination of fresh aspects and new authorities within torts with which students are familiar. The second part of the course is thematic, building upon prior learning of tort to make connections and explore differences.

The focus throughout is on the respective laws of tort in Singapore and England & Wales, but with appropriate reference to other leading common law jurisdictions throughout the module. There will be detailed consideration of the relevance of torts in the commercial context. Academic analysis will inform the study of real-world challenges, including the response of tort doctrine to new technologies."
LAW4050,The Law and Finance of Corporate Transactions,"This course seeks to provide a comprehensive understanding of the legal and financial aspects of corporate transactions, with a particular focus on Initial Public Offerings (IPOs), mergers and acquisitions, going private transactions, private equity, venture capital, project finance, and corporate restructuring. It will also analyse the role of transactional lawyers when advising private companies and different actors in capital markets, including listed companies, hedge funds, institutional investors and boards of directors. The course starts by providing a background on the role and function of transactional lawyers, as well as the intuition and skillset that transactional lawyers need to possess to effectively advise clients in an increasingly complex, changing and global world. It will then analyse, from an interdisciplinary perspective, a variety of corporate transactions, including some major deals and corporate disputes that have taken place in the past decade. The course will conclude by examining how technologies are reshaping corporate transactions, with particular emphasis on the use of AI and data analytics tools by law firms as well as the rise of technology-based fundraising methods such as Initial Coin Offerings."
