,School,Major,Course_Code,Course_Name,Course_Description,Prereq,Category,cluster_assigned,dominant_topic,topic_keywords,topic_distribution
269,NTU,Data Science and Artificial Intelligence,MH1805,CALCULUS,"This course aims to equip you with the subject knowledge, logical reasoning and analytical skills so that you are able to apply the concepts and techniques of calculus of one variable to solve problems encountered in science. 

",[],Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.011931319), ('Algorithms and Numerical Methods', 0.5997078), ('Machine Learning', 0.011567583), ('Math and Statistics', 0.3767933)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.011931319), ('Algorithms and Numerical Methods', 0.5997078), ('Machine Learning', 0.011567583), ('Math and Statistics', 0.3767933)]"
270,NTU,Data Science and Artificial Intelligence,MH1812,DISCRETE MATHEMATICS,"This course serves as an introduction to various topics in discrete mathematics. Familiarity with formal analysis through simple problems in some basic discrete structures is a key objective rather than knowing these structures in depth. Specifically, the main aim is to learn topics from the following broad areas of discrete mathematics: number theory, logic, combinatorics, and graph theory.
This course aims to provide students with a solid mathematical foundation and is intended for first year computer science and computer engineering students.
",[],Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.004277665), ('Algorithms and Numerical Methods', 0.98690295), ('Machine Learning', 0.0043604774), ('Math and Statistics', 0.0044588754)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.004277665), ('Algorithms and Numerical Methods', 0.98690295), ('Machine Learning', 0.0043604774), ('Math and Statistics', 0.0044588754)]"
271,NTU,Data Science and Artificial Intelligence,MH2500,PROBABILITY & INTRODUCTION TO STATISTICS,"This is a core mathematical course, aiming to develop your understanding of fundamental concepts in probability and statistics such as random variables, independence, basic probability distributions, and confidence intervals. The course also prepares you for further statistics courses such as MH3500 in the Statistics Track.","['MH1100 & MH1101 OR', 'MH1800 & MH1801 OR', 'MH1101 & MH110S OR', 'MH1100 & MH111S OR', 'MH1802 OR', 'CY1601 OR', 'MH1805']",Core,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.008452059), ('Algorithms and Numerical Methods', 0.008644868), ('Machine Learning', 0.008585894), ('Math and Statistics', 0.9743172)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.008452059), ('Algorithms and Numerical Methods', 0.008644868), ('Machine Learning', 0.008585894), ('Math and Statistics', 0.9743172)]"
272,NTU,Data Science and Artificial Intelligence,MH2802,LINEAR ALGEBRA FOR SCIENTISTS,"This course aims to support you in acquiring a wider range of mathematical concepts related to vector spaces and linear algebra, while also developing a strong set of mathematical skills for upper-level Physical and Computing Science courses. Through a mathematical approach to problem-solving, you will have the opportunity to develop thinking, reasoning, communication, and modelling skills. Additionally, the course aims to help you connect ideas within mathematics and apply mathematical principles in the context of Physical and Computing Science courses. Ultimately, this course seeks to provide an experience that fosters an appreciation for the rigour and abstraction in the discipline.",[],Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0037572002), ('Algorithms and Numerical Methods', 0.98864514), ('Machine Learning', 0.0038106914), ('Math and Statistics', 0.003786973)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0037572002), ('Algorithms and Numerical Methods', 0.98864514), ('Machine Learning', 0.0038106914), ('Math and Statistics', 0.003786973)]"
273,NTU,Data Science and Artificial Intelligence,ML0004,CAREER & INNOVATIVE ENTERPRISE FOR THE FUTURE WORLD,"Having a creative and enterprising mindset can assist students in successfully manoeuvring through the VUCA world. It is crucial for students to nurture certain qualities associated with an enterprising mindset, including embracing uncertainty and change, honing critical thinking skills, and exhibiting a collaborative and adaptable nature. These qualities are vital in helping students to prepare for a rapidly evolving environment. The concept of ""designing your work life"" can be a valuable tool, inspiring students to explore their career options and possibilities by considering their values, interests, personality traits, and skills (VIPS) through prototype conversations. With more local employers emphasising skills-based hiring and retention, it is essential for students to continuously enhance their proficiency in relevant and sought-after skills to be well-prepared for the future of work.",[],GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.50237113), ('Algorithms and Numerical Methods', 0.05103702), ('Machine Learning', 0.44287172), ('Math and Statistics', 0.0037200477)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.50237113), ('Algorithms and Numerical Methods', 0.05103702), ('Machine Learning', 0.44287172), ('Math and Statistics', 0.0037200477)]"
274,NTU,Data Science and Artificial Intelligence,SC1003,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING,"Computational thinking (CT) is the process of analysing a problem then designing and expressing its solution in such a way that a computer can effectively carry it out. It includes a number of characteristics, such as breaking a problem into small and repetitive ordered steps, logically ordering and analyzing data and creating solutions that can be effectively implemented as programs running on computer. 

The aim of this course is hence to take students with no prior experience of thinking in a computational manner to a point where you can derive simple algorithms and code the programs to solve some basic problems in your domain of studies. Student will also learn about basic program construct and simple data structures. In addition, the course will include topics to appreciate the internal operations of a processor.
",[],Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.4164782), ('Algorithms and Numerical Methods', 0.5772578), ('Machine Learning', 0.0031519167), ('Math and Statistics', 0.003112101)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.4164782), ('Algorithms and Numerical Methods', 0.5772578), ('Machine Learning', 0.0031519167), ('Math and Statistics', 0.003112101)]"
275,NTU,Data Science and Artificial Intelligence,SC1007,DATA STRUCTURES & ALGORITHMS,"This course aims to (i) teach the concepts, implementations and applications of data structures such as arrays, linked lists, stacks, queues and trees that are important for building efficient algorithms; (ii) provide an introduction to algorithm analysis and design.  These are essential for future computer science and computer engineering courses.",['SC1003'],Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0073776296), ('Algorithms and Numerical Methods', 0.97782636), ('Machine Learning', 0.0074216905), ('Math and Statistics', 0.007374248)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0073776296), ('Algorithms and Numerical Methods', 0.97782636), ('Machine Learning', 0.0074216905), ('Math and Statistics', 0.007374248)]"
276,NTU,Data Science and Artificial Intelligence,SP0061,SCIENCE & TECHNOLOGY FOR HUMANITY,"The course aims to inspire a long-lasting mindset of awareness, critical thinking, curiosity, and collaboration across disciplines through the lens of contemporary and near-future challenges for human communities in relation to scientific and technological innovations. Students will learn to perceive and analyze the potential benefits and costs of scientific/technological innovations and applications from different perspectives and on different scales. Students will then use these skills to identify real-life challenges and to propose solutions. 
",[],GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.4947459), ('Algorithms and Numerical Methods', 0.16947314), ('Machine Learning', 0.30512097), ('Math and Statistics', 0.030659921)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.4947459), ('Algorithms and Numerical Methods', 0.16947314), ('Machine Learning', 0.30512097), ('Math and Statistics', 0.030659921)]"
277,NTU,Data Science and Artificial Intelligence,CS4022,SOCIAL MEDIA MINING,This course covers how to analyse unstructured data such as social media content using text mining techniques. Students will learn various text mining techniques and tools both through lectures and hands-on exercises in labs. The course will also explore various usages of text mining techniques to real world applications.,"['CS2405 OR', 'CZ4032 (Applicable to DSAI)']",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.5756654), ('Algorithms and Numerical Methods', 0.41142052), ('Machine Learning', 0.0066173305), ('Math and Statistics', 0.0062967087)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.5756654), ('Algorithms and Numerical Methods', 0.41142052), ('Machine Learning', 0.0066173305), ('Math and Statistics', 0.0062967087)]"
278,NTU,Data Science and Artificial Intelligence,CZ2002,OBJECT ORIENTED DESIGN & PROGRAMMING,"The object-oriented paradigm to the design of software is one major successful approach to address complexity and maintainability issues in software systems. We want students to establish an object-oriented mindset and to gain valuable insights into how software can be developed using the object-oriented approach.  This course should not be interpreted to be a pure programming language course.  Rather, the programming language serves to illustrate, via practical examples, the concepts learnt in the course.
As a student of this course, you will learn essential object-oriented concepts such as encapsulation, the separation of design from implementation, the use of inheritance and polymorphism. Finally, you will also learn good design principles for reuse, and to realise these principles using object-oriented programming languages such as Java and/or C++.
","['CZ1007 OR', 'CE1007 OR', 'CE1103 OR', 'CZ1103 OR', 'CZ1107']",Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.2758817), ('Algorithms and Numerical Methods', 0.717931), ('Machine Learning', 0.0031296874), ('Math and Statistics', 0.0030575849)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.2758817), ('Algorithms and Numerical Methods', 0.717931), ('Machine Learning', 0.0031296874), ('Math and Statistics', 0.0030575849)]"
279,NTU,Data Science and Artificial Intelligence,CZ2004,HUMAN COMPUTER INTERACTION,Introduction; Usability and application spaces; Guidelines and principles for text-based interactions; Hardware devices for interaction; Development processes and assessments; Software tools in user interface development; Interaction styles;  Practical UI development concepts; Design Issues,[],Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.971324), ('Algorithms and Numerical Methods', 0.01010793), ('Machine Learning', 0.009285465), ('Math and Statistics', 0.009282579)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.971324), ('Algorithms and Numerical Methods', 0.01010793), ('Machine Learning', 0.009285465), ('Math and Statistics', 0.009282579)]"
280,NTU,Data Science and Artificial Intelligence,CZ2006,SOFTWARE ENGINEERING,Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security,"['CZ2002(Corequisite) OR', 'CE2002(Corequisite)']",Elective,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.010324012), ('Algorithms and Numerical Methods', 0.010272152), ('Machine Learning', 0.0098537905), ('Math and Statistics', 0.96955)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.010324012), ('Algorithms and Numerical Methods', 0.010272152), ('Machine Learning', 0.0098537905), ('Math and Statistics', 0.96955)]"
281,NTU,Data Science and Artificial Intelligence,CZ2007,INTRODUCTION TO DATABASES,Overview of Database Management Systems (DBMS); Entity-Relationship Data Model; Relational Data Model; Functional Dependencies (FD) and Normalization; Relational Algebra; Structured Query Language (SQL); Storage of Relational Data; Indexing Techniques; Query Processing and Optimization; Transaction Management and Concurrency Control,"['CZ1007 & CZ2001(Corequisite) OR', 'CE1007 & CE2001(Corequisite) OR', 'CE1007 & CZ2001(Corequisite) OR', 'CE2001(Corequisite) & CZ1007 OR', 'CE2101(Corequisite) OR', 'CZ2101(Corequisite)']",Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0077690445), ('Algorithms and Numerical Methods', 0.9767245), ('Machine Learning', 0.0077063213), ('Math and Statistics', 0.007800063)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0077690445), ('Algorithms and Numerical Methods', 0.9767245), ('Machine Learning', 0.0077063213), ('Math and Statistics', 0.007800063)]"
282,NTU,Data Science and Artificial Intelligence,CZ2101,ALGORITHM DESIGN & ANALYSIS,"This course aims to develop your knowledge, understanding and skills about algorithm design and analysis. Upon the successful completion of this course, students shall be able to (i) apply additional analysis techniques in complexity analysis of recursive algorithms; (ii) apply, design and analyse algorithms using a number of approaches to solve various problems like sorting, shortest-path, minimum spanning tree, optimal sequencing for matrix multiplication, the longest common subsequence, string matching.  Students will also learn the concepts of complexity classes P & NP and apply greedy heuristic approach to solve NP-complete problems.",['CZ1107 & MH1812'],Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0037303017), ('Algorithms and Numerical Methods', 0.9888494), ('Machine Learning', 0.003703781), ('Math and Statistics', 0.00371647)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0037303017), ('Algorithms and Numerical Methods', 0.9888494), ('Machine Learning', 0.003703781), ('Math and Statistics', 0.00371647)]"
283,NTU,Data Science and Artificial Intelligence,CZ3005,ARTIFICIAL INTELLIGENCE,"Computer / software engineers are involved in effective and efficient building of knowledge agent systems that satisfy the requirements of users; possibly software for intelligent embedded and intelligent information systems. General awareness of theory, knowledge, and practice in all phases of the knowledge based systems and representation techniques for problem solving are necessary for those of you who wants to get into the field artificial intelligence. These are advanced intelligent systems that are finding widespread applications in finance, banking, manufacturing industries. 
","['CZ1003 & CZ2001 OR', 'CE1003 & CE2001 OR', 'CE1003 & CZ2001 OR', 'CZ1107 & CZ1115 OR', 'CE1107 & CE1115 OR', 'CZ1103 & CZ2101']",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.434046), ('Algorithms and Numerical Methods', 0.22681648), ('Machine Learning', 0.004959156), ('Math and Statistics', 0.3341784)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.434046), ('Algorithms and Numerical Methods', 0.22681648), ('Machine Learning', 0.004959156), ('Math and Statistics', 0.3341784)]"
284,NTU,Data Science and Artificial Intelligence,ET0001,ENTERPRISE & INNOVATION,"This online course aims to provide you with a basic appreciation of the key concepts of enterprise and innovation. The course will focus on empowering you to gain practical insights on the relevance of enterprise and innovation in your lives by introducing you to the enterprise and innovation ecosystem of the University, the Singapore society, and beyond.",[],GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.4612021), ('Algorithms and Numerical Methods', 0.17251328), ('Machine Learning', 0.35819945), ('Math and Statistics', 0.008085147)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.4612021), ('Algorithms and Numerical Methods', 0.17251328), ('Machine Learning', 0.35819945), ('Math and Statistics', 0.008085147)]"
285,NTU,Data Science and Artificial Intelligence,HW0218,COMMUNICATION ACROSS THE SCIENCES,"The aim of the course is to enhance the abilities of science students to recognize and employ effective skills and strategies for written and oral communication in both academic and public settings. On the one hand, the emphasis of this course is on basic micro skills in scientific communication such as searching academic databases, critically reading scientific texts, citing from sources, composing scientific arguments, and making effective presentations. On the other hand, it introduces you to the conventions of scientific texts such as annotated bibliographies and proposals that require a combination of informative, evaluative, and persuasive writing skills. In addition, you will have an opportunity to share your ideas with your peers through group discussions, in-class presentations on current scientific topics and poster presentations of your proposals. Using a pre-determined set of evaluation criteria, you will give feedback to your peers on the course assignments, under the supervision of your tutors. The course will culminate with a poster presentation session where you will present your proposals to the wider scientific community in your schools for an authentic communication experience. Through this course, it is hoped that you will become better communicators when conveying your scientific ideas in writing and speech to your peers and an educated audience.","['CC0001 OR', 'HW0128 OR', 'HW0111']",GE,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.30023623), ('Algorithms and Numerical Methods', 0.3721137), ('Machine Learning', 0.32506964), ('Math and Statistics', 0.0025804034)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.30023623), ('Algorithms and Numerical Methods', 0.3721137), ('Machine Learning', 0.32506964), ('Math and Statistics', 0.0025804034)]"
286,NTU,Data Science and Artificial Intelligence,HY0001,ETHICS & MORAL REASONING,"HY0001 will introduce students to three major ethical theories' utilitarianism, Kant's deontology, and virtue ethics. Then, four weeks will be devoted to teaching the ethical principles underlying academic integrity, research ethics, and intellectual property. Finally, students will discuss issues related to the ethics of environmental sustainability and conservation. All the while, students will be challenged apply the ethical theories learned to concrete moral problems, including world poverty, corporate accountability and whistleblowing, and workplace discrimination.",[],GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.38235202), ('Algorithms and Numerical Methods', 0.26750395), ('Machine Learning', 0.3446766), ('Math and Statistics', 0.0054674335)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.38235202), ('Algorithms and Numerical Methods', 0.26750395), ('Machine Learning', 0.3446766), ('Math and Statistics', 0.0054674335)]"
287,NTU,Data Science and Artificial Intelligence,MH2100,CALCULUS III,"Calculus III is a core Mathematics course that extends concepts and techniques developed in Calculus I and Calculus II to the case of functions of several real variables. In other words, we try to do the same things as in Calculus I and II, but in higher dimensions. In this course, we shall discuss the notions of limits, continuity, derivatives and integrals of real-valued and vector-valued functions of many variables. Most of the time, extending these familiar notions from one to several variables requires some degree of ingenuity, and we are going to have to spice up the material from Calculus I and II with a little bit of geometry and linear algebra. Techniques learned in Calculus III are essential for financial analysts, engineers, and for further study in mathematics.","['MH1101 OR', 'MH1802 (Applicable to DSAI) OR', 'MH1805 (Applicable to ECDS ,DSAI)']",Core,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.0035173055), ('Algorithms and Numerical Methods', 0.003704857), ('Machine Learning', 0.0037865548), ('Math and Statistics', 0.98899126)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.0035173055), ('Algorithms and Numerical Methods', 0.003704857), ('Machine Learning', 0.0037865548), ('Math and Statistics', 0.98899126)]"
288,NTU,Data Science and Artificial Intelligence,ML0003,KICKSTART YOUR CAREER SUCCESS,"This course is a foundation module on essential career preparation skills. This course equips you with practical skills needed in your personal development and job search to help you succeed in a new disruptive workplace. This course is open to all Year 2 students. In today's competitive world, it is crucial that career preparation skills are learnt early to ensure that competitive edge is sharpened with a heightened sense of workplace values and ethics.",[],GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.53531307), ('Algorithms and Numerical Methods', 0.17555465), ('Machine Learning', 0.28375855), ('Math and Statistics', 0.0053737415)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.53531307), ('Algorithms and Numerical Methods', 0.17555465), ('Machine Learning', 0.28375855), ('Math and Statistics', 0.0053737415)]"
289,NTU,Data Science and Artificial Intelligence,SC2001,ALGORITHM DESIGN & ANALYSIS,"This course aims to develop your knowledge, understanding and skills about algorithm design and analysis. Upon the successful completion of this course, students shall be able to (i) apply additional analysis techniques in complexity analysis of recursive algorithms; (ii) apply, design and analyse algorithms using a number of approaches to solve various problems like sorting, shortest-path, minimum spanning tree, optimal sequencing for matrix multiplication, the longest common subsequence, string matching.  Students will also learn the concepts of complexity classes P & NP and apply greedy heuristic approach to solve NP-complete problems.",['MH1812 & SC1007'],Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0037312366), ('Algorithms and Numerical Methods', 0.9888486), ('Machine Learning', 0.0037037684), ('Math and Statistics', 0.00371634)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0037312366), ('Algorithms and Numerical Methods', 0.9888486), ('Machine Learning', 0.0037037684), ('Math and Statistics', 0.00371634)]"
290,NTU,Data Science and Artificial Intelligence,SC2002,OBJECT ORIENTED DESIGN & PROGRAMMING,"The object-oriented paradigm to the design of software is one major successful approach to address complexity and maintainability issues in software systems. We want students to establish an object-oriented mindset and to gain valuable insights into how software can be developed using the object-oriented approach.  This course should not be interpreted to be a pure programming language course.  Rather, the programming language serves to illustrate, via practical examples, the concepts learnt in the course.
As a student of this course, you will learn essential object-oriented concepts such as encapsulation, the separation of design from implementation, the use of inheritance and polymorphism. Finally, you will also learn good design principles for reuse, and to realise these principles using object-oriented programming languages such as Java and/or C++.
","['SC1003 OR', 'SC1007']",Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.27588385), ('Algorithms and Numerical Methods', 0.7179325), ('Machine Learning', 0.0031260601), ('Math and Statistics', 0.0030575837)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.27588385), ('Algorithms and Numerical Methods', 0.7179325), ('Machine Learning', 0.0031260601), ('Math and Statistics', 0.0030575837)]"
291,NTU,Data Science and Artificial Intelligence,SC2006,SOFTWARE ENGINEERING,Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security,['SC2002(Corequisite)'],Core,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.010316097), ('Algorithms and Numerical Methods', 0.010271857), ('Machine Learning', 0.009853787), ('Math and Statistics', 0.96955824)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.010316097), ('Algorithms and Numerical Methods', 0.010271857), ('Machine Learning', 0.009853787), ('Math and Statistics', 0.96955824)]"
292,NTU,Data Science and Artificial Intelligence,SC2207,INTRODUCTION TO DATABASES,Overview of Database Management Systems (DBMS); Entity-Relationship Data Model; Relational Data Model; Functional Dependencies (FD) and Normalization; Relational Algebra; Structured Query Language (SQL); Storage of Relational Data; Indexing Techniques; Query Processing and Optimization; Transaction Management and Concurrency Control,"['SC2001(Corequisite) OR', 'MH1403']",Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0077688782), ('Algorithms and Numerical Methods', 0.9767252), ('Machine Learning', 0.0077063185), ('Math and Statistics', 0.0077995635)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0077688782), ('Algorithms and Numerical Methods', 0.9767252), ('Machine Learning', 0.0077063185), ('Math and Statistics', 0.0077995635)]"
293,NTU,Data Science and Artificial Intelligence,SC3000,ARTIFICIAL INTELLIGENCE,"Computer / software engineers are involved in effective and efficient building of knowledge agent systems that satisfy the requirements of users; possibly software for intelligent embedded and intelligent information systems. General awareness of theory, knowledge, and practice in all phases of the knowledge based systems and representation techniques for problem solving are necessary for those of you who wants to get into the field artificial intelligence. These are advanced intelligent systems that are finding widespread applications in finance, banking, manufacturing industries. 
","['SC1007 & SC1015 & SC2000 OR', 'MH2500 & SC1007 & SC1015']",Core,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.43405312), ('Algorithms and Numerical Methods', 0.2268089), ('Machine Learning', 0.004960066), ('Math and Statistics', 0.33417788)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.43405312), ('Algorithms and Numerical Methods', 0.2268089), ('Machine Learning', 0.004960066), ('Math and Statistics', 0.33417788)]"
294,NTU,Data Science and Artificial Intelligence,CZ4010,APPLIED CRYPTOGRAPHY,"Summary: Cryptography is the foundational building block of Cybersecurity and Privacy. While the field of classical cryptography dealt with security and privacy of data in transit, the modern take on the subject has generalized the scope of its applications to ensuring security and privacy of all forms of digital communication, computation, automation, interaction, transaction and preservation. Thus, it is important to understand the technical aspects of cryptography to appreciate its applications in cybersecurity.
The Aim: This cryptography course in Computer Science and Engineering aims to develop your ability to understand how cryptographic algorithms work, to identify the problems associated with the application of cryptography in real-world scenarios, and explain the operation of various cryptographic mechanisms. This course will equip you to know deeply the fundamentals of symmetric key ciphers, hash functions and public key ciphers, enabling you to understand and develop secure cryptography solutions in real life cryptography. It will also introduce you to popular cryptographic libraries and APIs for hands-on implementation of security mechanisms, and some prominent cryptographic standards, guidelines and frameworks from the industry and government bodies.
","['CZ1011 OR', 'CZ2100 OR', 'MH2500 (Applicable to DSAI)']",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.79245555), ('Algorithms and Numerical Methods', 0.2029665), ('Machine Learning', 0.002281487), ('Math and Statistics', 0.0022964773)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.79245555), ('Algorithms and Numerical Methods', 0.2029665), ('Machine Learning', 0.002281487), ('Math and Statistics', 0.0022964773)]"
295,NTU,Data Science and Artificial Intelligence,CZ4031,DATABASE SYSTEM PRINCIPLES,"Database management systems (DBMS) are designed to manage large and complex data sets. The fundamentals of the implementation of database management systems must be understood by all Computer Science students. This will help students to develop and design software systems utilizing databases, and equip students with the knowledge of managing data of large scale. Moreover, this should be understood by current and future business leaders so that they can offer strategic guidance based on an informed understanding of database business capabilities. This course provides the basis for achieving this goal.","['CZ2001 & CZ2007 OR', 'BC2402 OR', 'CZ2007 & CZ2101']",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.621515), ('Algorithms and Numerical Methods', 0.37060803), ('Machine Learning', 0.0039653), ('Math and Statistics', 0.0039116866)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.621515), ('Algorithms and Numerical Methods', 0.37060803), ('Machine Learning', 0.0039653), ('Math and Statistics', 0.0039116866)]"
296,NTU,Data Science and Artificial Intelligence,CZ4032,Data Analytics and Mining,"In the era of big data, large quantities of data are being accumulated. The amount of data collected
is said to double every nine months. Seeking knowledge from massive data is one of the most
desired attributes of Data Mining. In general, there is a huge gap from the stored data to the
knowledge that could be construed from the data. This transition will not occur automatically, that is
where Data Mining comes into picture. In Exploratory Data Analysis, some initial knowledge is
known about the data, but Data Mining could help in a more in-depth knowledge about the data.
Courses on Database systems give methods to extract information, but they fail to extract
knowledge that is actionable.
Manual data analysis has been around for some time now, but it creates a bottleneck for large data
analysis. Fast developing computer science and engineering techniques and methodology generates
new demands. Data mining techniques are now being applied to all kinds of domains, which are rich
in data. Although data mining is partly based on statistical methods, data mining methods give a lot
more than the statistical methods. Data mining methods are to a large extent based on machine
learning methods. The difference is data mining is meant for huge data whereas machine learning is
usually done over relatively small-sized data. Huge data brings completely a new set of problems to
be solved.
This course aims to introduce you to the exciting and ever-evolving world of data analytics and
mining.",['CZ2001'],Core,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.52603674), ('Algorithms and Numerical Methods', 0.47085893), ('Machine Learning', 0.0015702512), ('Math and Statistics', 0.0015341272)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.52603674), ('Algorithms and Numerical Methods', 0.47085893), ('Machine Learning', 0.0015702512), ('Math and Statistics', 0.0015341272)]"
297,NTU,Data Science and Artificial Intelligence,CZ4041,MACHINE LEARNING,"This course introduces basic concepts and methodologies for machine learning as well as their applications. 
Clustering.
Dimension Reduction.
Classification.
Decision Theory. 
Density Estimation.
Classifier Evaluation.

","['CZ1007 & CZ1011 OR', 'CZ1107 & CZ2100 OR', 'CZ1007 & MH2500 OR', 'CZ1107 & MH2500']",Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.011663227), ('Algorithms and Numerical Methods', 0.5771918), ('Machine Learning', 0.39911816), ('Math and Statistics', 0.0120267905)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.011663227), ('Algorithms and Numerical Methods', 0.5771918), ('Machine Learning', 0.39911816), ('Math and Statistics', 0.0120267905)]"
