School,Major,Course_Code,Course_Name,Course_Description,Prereq
NTU,Economics and Data Science,HE3031,INDUSTRIAL ORGANIZATION & BUSINESS STRATEGIES,"In this course, you will learn how to describe and analyze how the structure of markets, determine market outcomes through the conduct of firms and strategic interactions between businesses. Our analysis is conducted, primarily but not exclusively, from the perspectives of microeconomic principles and game theory. Theory is in turn complemented by case-based, empirical, or experimental evidence. The course applies economic reasoning to the analysis of topics such as market clearing, price discrimination, oligopolistic competition, collusion, competitive strategies, and product differentiation. It is designed for students with a background in microeconomic principles and a passion for applying fundamental knowledge to real business problems in rigorous and relevant ways. It is suitable for students who wish to pursue further studies in economics or a career in business, consulting, investment banking, or government.","['HE1001 OR', 'AB0901 OR', 'HE9091 OR', 'HE5091']"
NTU,Economics and Data Science,HE3032,GAME THEORY,"This is an intermediate level game theory course. The basic concepts of games are discussed in a rigorous manner. Examples are introduced to help students understand the basic concepts and their applications. The prerequisites for taking this course include elementary economic theory, A-level mathematics and elementary calculus.

","['HE1003 (Applicable to ECON) & HE2001 OR', 'HE1003 (Applicable to ECON) & HE9092 OR', 'HE1003 (Applicable to ECON) & HE5092 OR', 'HE1004 (Applicable to ECON) & HE5092 OR', 'HE1004 (Applicable to ECON) & HE2001']"
NTU,Economics and Data Science,HE3033,THE CHINESE ECONOMY,Major topics include: (1) a background introduction to China?s economy and its economic reforms; (2) fundamental economic institutions; the current economic structure; industrial policies; (3) macroeconomic policies; (4) growth patterns and trends.,"['HE1001 OR', 'HE1002 OR', 'HE9091 OR', 'AB0901 OR', 'HE5091']"
NTU,Economics and Data Science,HE3125,ECONOMICS OF MENTAL HEALTH & WELL-BEING,"Surveys in many countries conducted over decades show that, on average, people's happiness and life satisfaction have not changed much over the last fifty years, despite large increase in real income per capita for many countries. In other words, people are not getting any happier or feeling more satisfied with life even when the whole country is becoming richer than it has been in the past. What explains this missing link between economic growth and happiness? If economic growth does not lead to an increase in people's general sense of wellbeing, then what does?  
This module aims to provide an overview of the new science of well-being and its link with economic decisions. It will explore the idea of well-being as an alternative measure of success at the individual level, at the organisational level, and at the country level. It will investigate how well-being is typically measured, and what their main determinants usually are across different countries and time periods. It will also explore the practical implications of wellbeing in the workplace, and how we can use it in cost-benefit analysis and in policy design.
Other topics to be discussed include whether money buys happiness; and if so, how much does it buy? What are the key ingredients to a happy workplace? What are the links between wellbeing and productivity? How does wellbeing linked to choices, and do people always make the right choice for themselves? What future behaviours can happiness today predict? What predicts wellbeing from birth to old age? Why should policy makers care more about enhancing people's wellbeing than simply boosting profits and economic growth? The goal is to broaden students' understanding of what factors determine individual's subjective experiences, and to learn how this knowledge can be applied in business and policy settings.
Students who have special interests in behavioural economics, public policy, and innovative businesses with human well-being at the core of the firm?s strategies should take this module. People with a background in the economics of mental health and well-being have found jobs working for the government and NGOs, creating a start-up company that caters directly to improving their clients' well-being, and working in academia.  


","['HE1001 OR', 'HE2003 OR', 'HE2005 OR', 'HE2004 (Min Grade :B+) ']"
NTU,Economics and Data Science,MH2100,CALCULUS III,"Calculus III is a core Mathematics course that extends concepts and techniques developed in Calculus I and Calculus II to the case of functions of several real variables. In other words, we try to do the same things as in Calculus I and II, but in higher dimensions. In this course, we shall discuss the notions of limits, continuity, derivatives and integrals of real-valued and vector-valued functions of many variables. Most of the time, extending these familiar notions from one to several variables requires some degree of ingenuity, and we are going to have to spice up the material from Calculus I and II with a little bit of geometry and linear algebra. Techniques learned in Calculus III are essential for financial analysts, engineers, and for further study in mathematics.","['MH1101 OR', 'MH1802 (Applicable to DSAI) OR', 'MH1805 (Applicable to ECDS ,DSAI)']"
NTU,Economics and Data Science,MH2500,PROBABILITY & INTRODUCTION TO STATISTICS,"This is a core mathematical course, aiming to develop your understanding of fundamental concepts in probability and statistics such as random variables, independence, basic probability distributions, and confidence intervals. The course also prepares you for further statistics courses such as MH3500 in the Statistics Track.","['MH1100 & MH1101 OR', 'MH1800 & MH1801 OR', 'MH1101 & MH110S OR', 'MH1100 & MH111S OR', 'MH1802 OR', 'CY1601 OR', 'MH1805']"
NTU,Economics and Data Science,SC2001,ALGORITHM DESIGN & ANALYSIS,"This course aims to develop your knowledge, understanding and skills about algorithm design and analysis. Upon the successful completion of this course, students shall be able to (i) apply additional analysis techniques in complexity analysis of recursive algorithms; (ii) apply, design and analyse algorithms using a number of approaches to solve various problems like sorting, shortest-path, minimum spanning tree, optimal sequencing for matrix multiplication, the longest common subsequence, string matching.  Students will also learn the concepts of complexity classes P & NP and apply greedy heuristic approach to solve NP-complete problems.",['MH1812 & SC1007']
NTU,Economics and Data Science,SC2207,INTRODUCTION TO DATABASES,Overview of Database Management Systems (DBMS); Entity-Relationship Data Model; Relational Data Model; Functional Dependencies (FD) and Normalization; Relational Algebra; Structured Query Language (SQL); Storage of Relational Data; Indexing Techniques; Query Processing and Optimization; Transaction Management and Concurrency Control,"['SC2001(Corequisite) OR', 'MH1403']"
NTU,Economics and Data Science,SC3000,ARTIFICIAL INTELLIGENCE,"Computer / software engineers are involved in effective and efficient building of knowledge agent systems that satisfy the requirements of users; possibly software for intelligent embedded and intelligent information systems. General awareness of theory, knowledge, and practice in all phases of the knowledge based systems and representation techniques for problem solving are necessary for those of you who wants to get into the field artificial intelligence. These are advanced intelligent systems that are finding widespread applications in finance, banking, manufacturing industries. 
","['SC1007 & SC1015 & SC2000 OR', 'MH2500 & SC1007 & SC1015']"
NTU,Economics and Data Science,HE3111,MONETARY ECONOMICS,"The course will start with a simple model of money, the overlapping generations model where money is a store of value. The fundamentals of the demand for fiat money, inflation, the demand deposit, bank runs and the role of central banking are examined. Then, we will study money interaction with other financial assets and the real effects of money on output and national account.","['HE1003 & HE2001 & HE2002 OR', 'HE1004 & HE2001 & HE2002']"
NTU,Economics and Data Science,HE4040,BEHAVIORAL ECONOMICS,"The above figure depicts the Moller Franz illusion. The lengths of the three lateral lines above appear to be different, although they are of the same length. The cognitive function of our brain tricks us into thinking that they are different. Behavioral Economics studies how psychological limitations influence economic decision makings. In particular, it focuses on how adding important and more realistic human psychological attributes, which include:

1. Bounded rationality; Why people sometimes make seemingly irrational decisions such as taking more risks when they experience losses and being more risk-averse when they experience gains?

2. Bounded willpower; Why people often have difficulties in carrying out activities and actions that they had already earlier planned? For example, often, people desire to save more for retirement but unable to commit to doing so because they face the temptation to spend their money now.

3. Bounded self-interest; Why are people not entirely selfish as assumed in the standard economics analysis? They often are willing to sacrifice their monetary payoffs to uphold fairness and (or) to help unfortunate others. Thus, economics agents are not solely motivated by individual utility maximization.

All these attributes can have profound impacts on the predictions of the standard economic models and the way we craft economic and social policies.","['HE2001 OR', 'HE2002 OR', 'HE9092 OR', 'HE5092']"
NTU,Economics and Data Science,HE4044,GROWTH THEORY & EMPIRICS,"The Solow Growth Model and the Ramsey Growth Model will be presented, followed by variations and extensions with product variety, product quality, technology diffusion, and human capital. Selected topics on income inequality, social mobility, institution, natural resources, unemployment, migration, finance, and others in relation to growth theory will be examined. Recent empirical studies on economic growth will be discussed and assessed.",['HE2001 & HE2002']
NTU,Economics and Data Science,MH3512,STOCHASTIC PROCESSES,"This course will enable you to analyze random systems and their long-run behavior by the computation of key quantities such as hitting probabilities and mean hitting times. On a more global scale, it aims at training undergraduates to design stochastic models with potential applications in various fields, such as biology, economics, finance, physics, analytics and data science.
",['MH2500']
NTU,Economics and Data Science,MH4320,COMPUTATIONAL ECONOMICS,"This course aims to introduce you to the fundamental concepts of game theory and mechanism design. Game theory, besides being of fundamental mathematical interest, is a main tool to model economic and strategic situations and then study the behavior of rational agents in such situations. Mechanism design is the study of how to design games (such as auctions) so that agents have incentive to act in a desirable way, e.g. by telling the truth. This course will improve your ability to model and analyze economics situations in a mathematical way. We will study the way rational agents will play games, based on their assumptions about the rationality of other agents. We will learn about the concept of Nash equilibria, which are solutions to games that no rational agent has an incentive to deviate from, and learn how to compute these. 
In the second part of the course we turn to the problem of social choice, namely choosing from a set of alternatives, given the preferences of a set of players. We will see that many desirable properties of social choice functions cannot be satisfied, and then turn to ways to deal with this issue. The first way is to introduce payments and money-valued preferences, which leads to auction theory and related topics. Here students will learn how to design auctions and other economic mechanisms so that players have no incentive to lie, and to learn how to compute expected revenues. Secondly, we will consider mechanisms that do not allow payments, and study the ways manipulations by the players can be limited in this case. In the second part of the course students will learn how to design economic mechanisms that have certain properties (if possible), and how to judge economic mechanisms, as well as to apply Bayesian reasoning to compute expected outcomes.
The course is aimed at 3rd and 4th year students interested in economics, mathematical modelling, and applied math in general.
","['MH1200 & MH2500 OR', 'MH2500 & MH2802']"
NTU,Economics and Data Science,MH4510,STATISTICAL LEARNING & DATA MINING,"This course gives an overall view of the modern statistical/machine learning techniques for mining massive datasets, ranging from generalized linear models, over model selection, to the state-of-the-art techniques like LASSO, neural networks, etc. This course will not only discuss individual algorithms and methods, but also tie principles and approaches together from a theoretical perspective. Moreover, students can gain a hands-on experience through team project. This course equips students with the necessary skills for being a data analyst.",['MH2500 & MH3500 & MH3510 & MH3511']
NTU,Economics and Data Science,MH4513,SURVIVAL ANALYSIS,"The course will introduce statistical methods used to analysis time-to-event data. Time-to-event or failure time data, and associated covariate data can be collected under a variety of sampling schemes and very commonly involves right censoring. The distribution of a time-to-event variable is often characterized in terms of its survival or hazard function. The course will cover fundamentals in survival analysis, with emphasis on statistical principal, methods and real life applications. The course will also motivate students to work closely with data and make inference nonparametrically and/or parametrically in the fields of study.








",['MH2500 & MH3500 & MH3510']
NTU,Economics and Data Science,SC3020,DATABASE SYSTEM PRINCIPLES,"Database management systems (DBMS) are designed to manage large and complex data sets. The fundamentals of the implementation of database management systems must be understood by all Computer Science students. This will help students to develop and design software systems utilizing databases, and equip students with the knowledge of managing data of large scale. Moreover, this should be understood by current and future business leaders so that they can offer strategic guidance based on an informed understanding of database business capabilities. This course provides the basis for achieving this goal.",['SC2207']
NTU,Economics and Data Science,SC4000,MACHINE LEARNING,"This course introduces basic concepts and methodologies for machine learning as well as their applications. 
Clustering.
Dimension Reduction.
Classification.
Decision Theory. 
Density Estimation.
Classifier Evaluation.

",['SC1004 & SC1007 & SC2000']
NTU,Economics and Data Science,SC4024,DATA VISUALISATION,"The data visualisation course aims to provide computer science-oriented students with the principles and practice to design and present effective data visualisation solutions for different datasets and visualisation objectives. The course focuses on applying design considerations which take into account the human's visual and psychological characteristics, with the goal of designing effective and ethical visuals. The course also introduces students to the large variety of techniques and tools for visualising, exploring and interacting with both abstract and scientific data.","['MH2500 & SC1003 OR', 'SC1003 & SC2000 OR', 'BS1009 & MH2500 OR', 'MH2500 & PS0001 OR', 'CV1014 & MH2814 OR', 'EE1005 & EE2106 OR', 'EE1005 & EE4491 OR', 'MA1008 & MA4849']"
SMU,Quantitative Finance,COR1201,Calculus,"Calculus introduces to students a set of elementary functions, their properties, various forms of analysis, and fundamental concepts in Calculus. Also introduced are the modeling methods in business and management by applying Calculus knowledge. The objective of the course is to develop the students  understanding and skills in analyzing managerial problems, creating mathematical models, and using them to solve these problems. Although the module is essentially mathematical in nature, a rigid mathematical treatment is avoided and the necessary mathematical concepts are derived from examples rather than through proofs.",
SMU,Quantitative Finance,COR-STAT1202,Introductory Statistics,"The purpose of this course is to introduce the basic concepts of statistics through illustrative use of statistical methods for solving applied problems. Emphasis will be placed on statistical reasoning, rather than derivation of theoretical details. Students will learn to solve common statistical problems using statistical software. This course is designed for students who wish to pursue a non-quantitative major at SMU. Students who intend to pursue a quantitative major should take its companion course, COR-STAT1203 Introduction to Statistical Theory.",
SMU,Quantitative Finance,COR-STAT1203,Introduction to Statistical Theory,"This course is designed for students who have a background in basic probability and statistics and who intend to pursue a quantitative major in SMU.  The course gives a mathematical introduction to statistical and probability concepts.  It is intended for students with interests in Actuarial Science, Economics and Econometrics, Operations Management, Finance, Marketing Research, and Statistics.  Students are expected to be mathematically oriented or at the very least, be interested in mathematics.  Students taking this course are expected to have some basic knowledge in calculus and statistics.",
SMU,Quantitative Finance,FNCE101,Finance,"The course helps students understand the various financial activities undertaken by a firm to create value for its shareholders. Students will be taught key financial tools and concepts commonly used by managers and investors to make sound financial decisions. The topics covered include time value of money, investment appraisal techniques, working capital management, cost of capital, risk-return tradeoff, diversification, asset pricing, capital raising, and options. The foundational knowledge acquired here will enable students to understand finance from the perspective of company managers as well as finance from the perspective of investors.",
SMU,Quantitative Finance,FNCE103,Finance For Law,"This course is specially customized to serve as an introduction to business finance for the legal profession. The aim is to provide aspiring lawyers with a strong foundation in finance. There will be a strong emphasis on financial statement analysis and valuation. Students will be exposed to key financial concepts and tools commonly used by managers in making sound financial decisions, which include time value of money, risk-return analysis, asset pricing and cost of capital. The course focuses on basic financial activities undertaken by a firm to create value for its shareholders. These activities include financial planning and management, investing and financing.",
SMU,Quantitative Finance,STAT201,Probability Theory and Applications,"This course is to develop knowledge of the fundamental probability theory for quantitatively assessing the uncertain events.  The focus in each teaching topic is on the applications of the probability concepts in everyday life.  But practical problems encountered in actuarial science and finance are particularly emphasized.  Topics include overview of probability, probability distributions, mathematical expectation, some special discrete distributions, some continuous distributions, functions of random variables, sampling distributions, jointly distributed random variables, Limit theorems and stochastic process.",
SMU,Quantitative Finance,QF101,Quantitative Finance,"What is Quantitative Finance? Why quantitative? Increasingly, mathematical and statistical methods have been applied to analyse financial markets. Quantitative finance models are derived to extract critical information from the data collected in investment and trading activities. These models are used in pricing assets, managing risks, developing trading strategies, and making investment decisions. Strong quantitative skills have become an essential competence for the modern finance industry.

This 101 course introduces you to the fundamentals of quantitative finance models. It covers the foundational mathematical concepts and techniques that are used in quantitative modelling.  Attention is given to topics such as rules for functions, solving systems of linear equations, solutions of differential equations, option pricing application, and optimization. This course provides the mathematical tools that can be used to solve problems encountered in financial markets.",
SMU,Quantitative Finance,QF102,Investment Statistics,"Have you ever wondered how do outstanding asset managers consistently outperform the market and generate alpha? How can we predict important financial time series like earning, volatility, volume, and return? The answer lies in clever use of investment statistical techniques. This course teaches you how to extract patterns from historical data, create investment strategies, and test profitability and hypothesis.

The application of statistical methods to investment and trading is one of the areas experiencing the fastest pace of growth and development in the world of investment banks, hedge funds and asset managers. Mathematical models for trading and investment management are rapidly growing both in terms of sophistication and scope. On the buy side, hedge funds and asset managers make constant use of empirical statistical models to analyse financial time series for optimal investment decision. On the sell side, front office trading teams in investment banks employ risk-neutral probability models to price and risk manage their portfolio to hedge their exposure. Students aspiring to careers in the financial market ought to be proficient in investment statistics to fully comprehend the dynamics behind the financial market.",
SMU,Quantitative Finance,QF205,Computing Technology For Finance,"This course aims to expose students to the use and usefulness of computing technology in the realm of finance. From the collation of data, analysis of data in order to tease out relevant information, to the presentation and visualization of information, computing technology plays an important role that is increasingly essential as one faces the need to assimilate an astronomical amount of information in today s world. The course is structured in such a way as to employ topics in finance to motivate the discourse on computing technology. Equipped with the computing skills, in turn, students are motivated to handle more challenging problems in finance.",
SMU,Quantitative Finance,QF206,Quantitative Trading Strategies,"Like any financial investment, trading in stocks, currencies, commodities, and fixed income instruments may lead to substantial profits but they can also lead to substantial losses. It goes without saying that a suite of trading strategies is needed to keep winning the game of probability while limiting the downside risk. In this course, practicable trading strategies coupled with risk management will be covered in detail. Algorithmic trading, high-frequency trading, and the likes will be demystified along with quantitative trading. Using the MSCI Singapore Free Index futures as a case study, students will get to see concretely what a limit-order book and its dynamics look like throughout the trading session. This practical course also provides students with a rare opportunity to learn and practise trading on a software platform used by professional traders.",
SMU,Quantitative Finance,QF207,Structured Products Sales and Trading,"The global financial market has experienced tremendous growth since its inception in the early 1970s. Despite some ups and downs since the global financial crisis of 2008, notional amounts of OTC derivatives (besides exchange products) still stood at $640 trillion at mid-2019. Gross market value in mid-2019 was about $12 trillion. This compares with about $80 trillion of stock value worldwide.

Global businesses are exposed to movements in exchange rates, commodity prices, interest rates, and equity prices. Derivatives and structures combining different asset classes are popular for corporate buyers and UHNW individual investors. They offer strategic value to clients with specific needs and abilities to undertake specific risks. A structured product specialist can come up with new ideas to structure market instruments in a way that helps clients hedge at the lowest costs and at the risk exposures the clients are comfortable with. The structured product specialist also needs to sell the idea and complex instrument to clients and advise them on adjustments in the positions should there be foreseeable adverse market changes. At the same time, the product specialist needs to understand the risk exposures on the sell-side positions and work with front office teams to hedge and trade those positions.

This course is designed to equip students with knowledge of market asset classes such as equities, fixed income, commodities, foreign exchange, and credit. Basic theoretical and practical aspects of derivatives and structuring will also be covered. This course provides more than just an introduction to bonds, futures, and options. The framework for pricing and managing trading risk will be taught.",
SMU,Quantitative Finance,QF208,Linear Algebra and Numerical Methods,"Linear algebra is the foundation of many quantitative methods. There are a lot of applications in the fields of finance, data science, econometrics, operation management, medical science, engineering, machine learning, and physics which use tools of linear algebra to solve real-world problems. This course consists of two parts. The first part covers matrices (including matrix operations, inversion) and systems of linear equations (including their solutions by Gauss elimination and matrix operations). Determinants, Euclidean space, general vector spaces, sub-spaces idea, linear independence, dimension, row, column, and null spaces concepts will be introduced.  We will also discuss norms, distance ideas, operations such as inner product, concepts of orthogonal bases, and Gram-Schmidt process. eigenvalues, eigenvectors, eigenspaces, eigenbases and their applications. The second part of the course introduces students to a variety of classical numerical methods, such as numerically solving equations and equation systems (linear and nonlinear), numerical interpolation and integration, and Monte Carlo simulation etc.  We also apply these methods to solve problems raised from many areas of quantitative finance, data science and econometrics.",
SMU,Quantitative Finance,QF209,Machine Learning in Quantitative Finance,"Machine learning represent different modeling principles and techniques and underpin many successful financial applications. This course covers common machine learning models, including deep neural networks and reinforcement learning, with financial applications such as stock price prediction and portfolio management. This course is designed to combine both theory and practice/implementation of model development, focusing on developing the core data analytics skills of the students and presenting specialized exposure to quantitative finance.",
SMU,Quantitative Finance,QF305,Global Financial Risk Management,"This course covers different financial institutions and various types of risks that financial institutions face in their day-to-day operations, such as interest rate risk, credit risk, market risk, liquidity risk, operational risk, and reputational risk. A review of some of the fundamental concepts in risk management for Financial Institutions will be provided. We will also introduce risk measurement tools, such as Repricing Gap and Value at Risk (VaR).  Regulations have significant impact on the FI s risk management system. The course will proceed to cover the Basel principles and standards for the management of the key types of risks faced by financial institutions, including Market Risk, Credit Risk, and Operational Risk. The Basel framework of the three pillars, namely the determination of minimum capital requirements, the supervisory review process, and market discipline will be covered.",
SMU,Quantitative Finance,QF307,Stochastic Finance,"The objective of this course is to introduce students to stochastic modelling of financial assets and the valuation of derivatives.
The concept that created the subject and led to the development of the field of financial derivatives is the work of Fisher Black and Myron Scholes (1973). Stochastic models based on the principle of no-arbitrage, dynamic hedging, martingale valuation, and risk-neutrality can be formulated to price derivatives traded in the financial market. The same framework has subsequently been applied to the pricing and hedging of other more exotic financial products.
The course is an interesting mix of finance and mathematics. Students will see that fundamental financial concepts like the no-arbitrage principle, coupled with careful mathematical reasoning, lead to a sophisticated framework of valuation and hedging.
The mathematical tools employed are calculus, stochastic calculus, probability theory and numerical methods. A good background in calculus and probability is assumed. The other mathematical requisites will be furnished during the course.",
SMU,Quantitative Finance,FNCE204,Analysis of Fixed-Income Securities,"Fixed-income securities deliver cash flows, whose value and risk are strongly influenced by interest rates movements as well as coupon & principal repayment risk. This course will cover the pricing, valuation, and management of fixed-income securities, portfolios, and derivatives. This would involve understanding the drivers of the pricing of different fixed-income security types (e.g. bullet bonds, bonds with embedded options, credit default swaps). Students will also be taught on how bond derivatives are used to manage fixed-income portfolio risk. Where relevant, practical cases will be discussed to deepen understanding. The course aims to equip students with a strong understanding of fixed-income instruments and how to apply them in investment and business decisions.",
SMU,Quantitative Finance,FNCE305,Analysis of Derivative Securities,"Financial derivatives have applications across many areas of finance, such as hedging, swaps, convertible claims, and corporate decision making. The course objective is for students to understand the valuation of forwards, futures, options and other derivative securities, and their use in hedging risk exposures, such as commodity price risk, currency risk, interest rate risk, stock portfolio risk, and so on. In addition, students will be given the opportunity to explore a comprehensive online financial markets simulation system to obtain hands-on experience (of a fund manager) in trading in the market. For instance, students can trade futures and options on commodities such as gold, silver, corn, oil, etc. at market prices.",
SMU,Quantitative Finance,FNCE307,Advanced Portfolio Management,"Modern theory and practice of investment have extended beyond the traditional mean variance analysis proposed by Harry Markowitz s Modern Portfolio Theory in 1952. This course provides a conceptual framework for the implementation and analysis of strategies for various investment vehicles. It aims to provide students with exposure to the process of investment management including identification of investment objectives and constraints, determining asset allocations, and measuring portfolio performance. It will also cover some traditional and advanced concepts of investments, including risk and return, portfolio diversification, factor models, behavioural finance and empirical tests of asset pricing models. The coverage will include applications, implementation and evaluation of strategies of institutional investors like mutual funds, exchange traded funds, pensions funds besides alternative investments like hedge funds, private equity funds, real estate funds (REITS), cryptocurrencies etc. This course will also delve into long term asset management, international diversification and will include extended and interactive discussions and analyses of the contemporary investing scene and global capital markets.",
SMU,Quantitative Finance,STAT313,Quantitative Risk Analysis,"This course covers measures that quantify major risk exposures arising from financial and non-financial risks, such as market risk, interest rate risk, liquidity risk, operational risk and model risk.   The topics include variance-covariance method, historical simulation, Monte Carlo, backtesting, statistical calibration strategies, GARCH models, copulas and extreme value theory.",
SMU,Data Science and Analytics,STAT201,Probability Theory and Applications,"This course is to develop knowledge of the fundamental probability theory for quantitatively assessing the uncertain events.  The focus in each teaching topic is on the applications of the probability concepts in everyday life.  But practical problems encountered in actuarial science and finance are particularly emphasized.  Topics include overview of probability, probability distributions, mathematical expectation, some special discrete distributions, some continuous distributions, functions of random variables, sampling distributions, jointly distributed random variables, Limit theorems and stochastic process.",
SMU,Data Science and Analytics,DSA201,Statistical Inference for Data Science,"This course introduces the concepts of random sampling, statistical inference and sampling distribution.  Several computer intensive methods and nonparametric approach are also discussed. Topics include statistical inferences, maximum likelihood methods, consistency and efficiency, UMVUE, confidence intervals estimation, Neyman-Pearson lemma, likelihood ratio test, information criteria, goodness-of-fit, contingency tables, EM algorithm, bootstrap and Markov Chain Monte Carlo, etc.",
SMU,Data Science and Analytics,DSA211,Statistical Learning with R,"This course will guide the students through the application of cutting-edge statistical methods to big data analysis by implementing R-programming.  The use of programming R is integrated into most topics of the course.  Topics include R-programming, Statistical Inference, Statistical Modelling, Linear Regression, Resampling Methods, Linear Model Selection and Regularization, Tree-based methods, Cluster Analysis etc.",
SMU,Data Science and Analytics,DSA212,Data Analytics with R,"This course will guide students to retrieve and prepare data for visualisation. The course also introduces several state of the art data analysis approaches to handle various types of data by implementing R-programming. The use of programming R is integrated into most topics of the course. Topics include Data visualization, data wrangling, interactive data graphics, database querying using SQL, database administration, spatial data, network science, etc.",
SMU,Data Science and Analytics,COR-IS1702,Computational Thinking,"Computational Thinking equips students to tackle complex computational problems; it trains students to design solutions to solve those problems using a computer program.  It draws upon concepts from mathematics and computer science   more precisely, discrete mathematics, data structures and algorithm design.

This course will hone students  analytical skills as they are challenged to think abstractly and computationally. Their minds will be open to the wonders of computing, as they go behind the scene to unravel the fundamental analytics that empower Google, consulting agencies and service companies.

NOTE: To facilitate learning in this course, you are required to know and use programming.  You are advised to pick up the Python programming language before the course, for instance by practising with online tutorials such as http://learnpython.org.

By taking this course, students will:
  discover the science of computing
  model problems and learn practical problem-solving techniques to tackle complex computational problems (beyond what a spreadsheet is capable of solving)
  apply problem-solving techniques to develop more elegant and efficient programs
  learn to write programs to represent and manipulate with complex data objects
  understand the challenge of scale, not only in dealing with large data sets, but also in appreciating the nature of computing and computability",
SMU,Data Science and Analytics,DSA301,Time Series Data Analysis,"This course covers predictive models, including stationary and non-stationary autoregressive moving average models, vector autoregressions, and vector error correction models with applications to Singapore data.  It also covers important ideas in forecasting, such as loss functions, forecast uncertainty, and forecast evaluation.",
SMU,Data Science and Analytics,ECON233,Economic Forecasting,"Forecasting is a fundamental activity of all participants in a modern economy. Policy makers and businesses rely on macroeconomic forecasts when making decisions. Firms rely on forecasts of economic conditions, sales, input prices, etc., to guide production decisions. Participants in financial markets (investors, speculators, risk managers) all act on forecasts of asset returns and volatility.

This course covers the elements of economic forecasting. We cover both methods for generating economic forecasts, as well as for evaluating forecasts. The methods discussed are primarily ARMA and regression-based models, although some nonlinear techniques are also discussed. We will also discuss practical issues such as producing and evaluating multi-step ahead forecasts, dealing with misspecification, and using mixed frequency data.

The course is application-oriented. Participants in this course will work with actual data in realistic forecasting scenarios. We will use econometric software in applications, but no programming skill is required.",
SMU,Data Science and Analytics,DSA303,Spatial Data Analysis,"This course introduces statistical concepts and basic tools involved in modelling and analyzing spatial data: Data that are correlated in  space , arising in regional and urban economics, epidemiology and public health, environmental science, ecology, biology, geology and other disciplines.  An outline is given to the three types of spatial data: geostatistical data, lattice data and point patterns.  Emphasis is on the analysis of lattice data due to its close ties with regional science and economics.  Exploratory spatial data analysis methods, including various plots and tests for spatial autocorrelation, are introduced. Some standard spatial linear regression models and spatial panel data models are also discussed. Quasi-maximum likelihood and GMM methods are used for model estimation and inferences.  Real data analyses using R are presented throughout the course.",
SMU,Data Science and Analytics,DSA305,Panel Data Analysis,"This course introduces models and methods for analysing panel and longitudinal data that arise from repeated measurements taken from cross-sections of subjects. These models and data have found substantive applications in many disciplines within the social and biological sciences where the describers  panel  and  longitudinal,  respectively, arise. This course is primarily oriented to applications in business, economics, education, sociology, etc.  Common models include fixed effects models, random effects models, and correlated random effects models.  Major inference methods such as (quasi) likelihood and GMM will be introduced.  Brief introductions to the dynamic panel data models, and panel data models with limited dependent variables are also included. This course emphasizes on models and their applications with computer software STATA and R.",
SMU,Data Science and Analytics,DSA306,Big Data Analytics,"The rapid computerization of every aspect of life resulted in big data possessing the following features: volume, variety, velocity, and veracity (the 4Vs). Big data can be structured, unstructured or semi-structured, and the sources of big data are typically through social networks, media, and data warehouses. This course begins with a brief introduction to the Big Data world. It then introduces the current state of Big Data processing using the R programming language and its powerful statistical capabilities. It introduces the core methods for big data analysis including data mining and machine learning.",
SMU,Data Science and Analytics,ECON245,Applied Healthcare Analytics,This module is designed to equip students with quantitative skills needed for health care research. Students will be inculcated with the knowledge and nurtured in thinking that yields the ability to undertake robust scientific enquiry using health data. A feature of this course is the weekly workshops that give students hands-on experience in solving a wide variety of problems using health data of various kinds. Workshop examples will be demonstrated using the statistical package R (freely available on https://cran.r-project.org/). A background in R is welcomed but not a necessary prerequisite.,
SMU,Data Science and Analytics,MKTG228,Marketing Analytics,"The field of marketing is becoming increasingly data-oriented with firms building and growing their marketing analytics capabilities. This course provides you with the fundamental skills and tools to understand, process, analyze, and report marketing data and insights, all with the aim to improve marketing decision making. You will learn how to code in a programming language and how to use data visualization software. This is a hands-on course that will prepare you for jobs in marketing analytics, marketing technology, marketing intelligence, and data science.",
SMU,Data Science and Analytics,OPIM326,Service and Operations Analytics,"The increasing availability of data is changing the way organizations are thinking about themselves and the way they interact with the world. Data is helping improve the profits of businesses, the quality of life of individuals, the performance of sports teams, and social interactions. In this course you will learn how to use data and analytics to improve the service and operations of the organisations. The course will expose students to real world examples of how analytics is being used from various domains in managing operations and service delivery, e.g., product quality control, revenue management. Through these examples you will learn how to use tools of analytics such as linear regression, logistic regression, classification and regression trees, random forests, clustering, optimization, and visualization techniques in practice. The statistical software R will be used in the course, and class demo will be presented in R Notebooks. Students are encouraged to create their assignment and project reports using R Notebooks.",
SMU,Data Science and Analytics,ACCT420,Forecasting and Forensic Analytics,"This course explores how data can be used to solve problems across financial accounting, managerial accounting, and audit contexts. Students will gain exposure to techniques to explore how financial and non-financial data is used to forecast events, detect financial discrepancies and frauds, predict corporate default, optimize operations, and determine business strategy. Some programming and data visualisation skills will be required to draw insights from large volumes of data. Advanced analytics methods such as text analytics, neural networks and deep learning will also be introduced. This course has been designed to equip students with an analytics mind-set to develop analytics strategies and make better business decisions.",
